"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Protein FDR Confidence A4 Mascot"	"# Decoy Proteins A4 Mascot"	"Exp. q-value A4 Mascot"	"Score A4 Mascot"	"# Peptides A4 Mascot"	"Protein FDR Confidence B4 Mascot"	"# Decoy Proteins B4 Mascot"	"Exp. q-value B4 Mascot"	"Score B4 Mascot"	"# Peptides B4 Mascot"	"Protein FDR Confidence C4 Mascot"	"# Decoy Proteins C4 Mascot"	"Exp. q-value C4 Mascot"	"Score C4 Mascot"	"# Peptides C4 Mascot"	"Protein FDR Confidence D4 Mascot"	"# Decoy Proteins D4 Mascot"	"Exp. q-value D4 Mascot"	"Score D4 Mascot"	"# Peptides D4 Mascot"	"Protein FDR Confidence E4 Mascot"	"# Decoy Proteins E4 Mascot"	"Exp. q-value E4 Mascot"	"Score E4 Mascot"	"# Peptides E4 Mascot"	"Protein FDR Confidence F4 Mascot"	"# Decoy Proteins F4 Mascot"	"Exp. q-value F4 Mascot"	"Score F4 Mascot"	"# Peptides F4 Mascot"	"Protein FDR Confidence G4 Mascot"	"# Decoy Proteins G4 Mascot"	"Exp. q-value G4 Mascot"	"Score G4 Mascot"	"# Peptides G4 Mascot"	"Protein FDR Confidence H4 Mascot"	"# Decoy Proteins H4 Mascot"	"Exp. q-value H4 Mascot"	"Score H4 Mascot"	"# Peptides H4 Mascot"	"Protein FDR Confidence I4 Mascot"	"# Decoy Proteins I4 Mascot"	"Exp. q-value I4 Mascot"	"Score I4 Mascot"	"# Peptides I4 Mascot"
"False"	"IsMasterProtein"	"P35908"	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	"80,2816901408451"	"46"	"1425"	"30"	"1"	"639"	"65,393"	"8"	"High"	"0"	"0"	"1369,98153739345"	"25"	"High"	"0"	"0"	"1730,5038230016"	"25"	"High"	"0"	"0"	"1651,97116738584"	"24"	"High"	"0"	"0"	"1534,17099337088"	"26"	"High"	"0"	"0"	"11524,7867966618"	"39"	"High"	"0"	"0"	"7171,42265224649"	"34"	"High"	"0"	"0"	"6632,17441135127"	"30"	"High"	"0"	"0"	"7585,36637540438"	"32"	"High"	"0"	"0"	"9186,51550537035"	"36"
"False"	"IsMasterProtein"	"Q87WC1"	"Serine hydroxymethyltransferase 2 OS=Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000) GN=glyA2 PE=3 SV=1"	"44,6043165467626"	"12"	"171"	"4"	"1"	"417"	"44,846"	"6,11"	"High"	"0"	"0"	"1342,42907157557"	"10"	"High"	"0"	"0"	"1021,37610082602"	"8"	"High"	"0"	"0"	"965,678687697949"	"8"	"High"	"0"	"0"	"1199,27787553741"	"8"	"High"	"0"	"0"	"416,838662153281"	"6"	"High"	"0"	"0"	"79,5200783644059"	"3"	"High"	"0"	"0"	"182,943366197839"	"5"	"High"	"0"	"0"	"145,067434754585"	"3"	"High"	"0"	"0"	"96,7267155304119"	"3"
"False"	"IsMasterProtein"	"Q9I3F5"	"Aconitate hydratase A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=acnA PE=3 SV=1"	"12,967032967033"	"9"	"214"	"5"	"1"	"910"	"99,086"	"5,64"	"High"	"0"	"0"	"1263,47699606644"	"8"	"High"	"0"	"0"	"751,653446191429"	"8"	"High"	"0"	"0"	"902,789990882886"	"7"	"High"	"0"	"0"	"1116,23260099809"	"7"	"High"	"0"	"0"	"1277,52950688327"	"8"	""	""	""	""	""	"High"	"0"	"0"	"312,172414773334"	"6"	"High"	"0"	"0"	"1283,90320084585"	"8"	""	""	""	""	""
"False"	"IsMasterProtein"	"P00761"	"Trypsin OS=Sus scrofa PE=1 SV=1"	"64,0692640692641"	"12"	"1333"	"11"	"1"	"231"	"24,394"	"7,18"	"High"	"0"	"0"	"1249,34147603886"	"8"	"High"	"0"	"0"	"1510,57360995607"	"8"	"High"	"0"	"0"	"1205,3191874111"	"8"	"High"	"0"	"0"	"1416,79949642775"	"8"	"High"	"0"	"0"	"14352,1038004794"	"11"	"High"	"0"	"0"	"3592,78828168989"	"7"	"High"	"0"	"0"	"7550,24700888758"	"9"	"High"	"0"	"0"	"5727,33988907281"	"9"	"High"	"0"	"0"	"4195,64915779362"	"8"
"False"	"IsMasterProtein"	"C3K6N0"	"Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas fluorescens (strain SBW25) GN=sucC PE=3 SV=1"	"62,6288659793814"	"19"	"331"	"3"	"1"	"388"	"41,262"	"5,91"	"High"	"0"	"0"	"1213,63233529578"	"16"	"High"	"0"	"0"	"1160,15853505057"	"15"	"High"	"0"	"0"	"1205,06650216747"	"15"	"High"	"0"	"0"	"1444,06609340061"	"17"	"High"	"0"	"0"	"1947,8581190029"	"16"	"High"	"0"	"0"	"318,942487148796"	"8"	"High"	"0"	"0"	"1182,66434740966"	"14"	"High"	"0"	"0"	"1628,36640776783"	"17"	"High"	"0"	"0"	"399,498048434882"	"10"
"False"	"IsMasterProtein"	"C3JYR1"	"Glycine dehydrogenase (decarboxylating) OS=Pseudomonas fluorescens (strain SBW25) GN=gcvP PE=3 SV=1"	"43,8689217758985"	"28"	"267"	"6"	"1"	"946"	"102,176"	"6"	"High"	"0"	"0"	"1179,15070244553"	"22"	"High"	"0"	"0"	"903,096835650704"	"21"	"High"	"0"	"0"	"1095,766855099"	"24"	"High"	"0"	"0"	"1138,31735429955"	"22"	"High"	"0"	"0"	"1748,55021895774"	"18"	"High"	"0"	"0"	"109,9"	"2"	"High"	"0"	"0"	"762,838539441922"	"13"	"High"	"0"	"0"	"1383,96239724508"	"17"	"High"	"0"	"0"	"66,75"	"2"
"False"	"IsMasterProtein"	"Q48D33"	"Elongation factor G OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) GN=fusA PE=3 SV=1"	"50,7845934379458"	"22"	"238"	"3"	"1"	"701"	"77,18"	"5,34"	"High"	"0"	"0"	"1178,4381699707"	"18"	"High"	"0"	"0"	"929,909055466723"	"18"	"High"	"0"	"0"	"1026,23883846657"	"18"	"High"	"0"	"0"	"1162,83768823876"	"18"	"High"	"0"	"0"	"1399,79968461685"	"15"	""	""	""	""	""	"High"	"0"	"0"	"564,915845371566"	"10"	"High"	"0"	"0"	"1063,06982349398"	"13"	"High"	"0"	"0"	"116,364497505605"	"2"
"False"	"IsMasterProtein"	"C3K2X9"	"Elongation factor G OS=Pseudomonas fluorescens (strain SBW25) GN=fusA PE=3 SV=1"	"49,0727532097004"	"23"	"234"	"3"	"1"	"701"	"77,114"	"5,38"	"High"	"0"	"0"	"1170,28574814478"	"19"	"High"	"0"	"0"	"938,327056720062"	"18"	"High"	"0"	"0"	"953,639825877755"	"19"	"High"	"0"	"0"	"1194,34874326672"	"18"	"High"	"0"	"0"	"1284,25562055594"	"15"	""	""	""	""	""	"High"	"0"	"0"	"480,532797549497"	"10"	"High"	"0"	"0"	"959,34636044799"	"13"	"High"	"0"	"0"	"77,65"	"1"
"False"	"IsMasterProtein"	"Q6EIZ0"	"Keratin, type I cytoskeletal 10 OS=Canis lupus familiaris GN=KRT10 PE=2 SV=1"	"33,6267605633803"	"24"	"794"	"2"	"1"	"568"	"57,676"	"5,15"	"High"	"0"	"0"	"1081,01932383802"	"11"	"High"	"0"	"0"	"1072,85915608295"	"12"	"High"	"0"	"0"	"828,176111564545"	"12"	"High"	"0"	"0"	"925,059779476018"	"10"	"High"	"0"	"0"	"5298,62238048983"	"18"	"High"	"0"	"0"	"3766,1159395897"	"16"	"High"	"0"	"0"	"3779,93094929311"	"14"	"High"	"0"	"0"	"3218,86237220997"	"12"	"High"	"0"	"0"	"4368,5226892938"	"16"
"False"	"IsMasterProtein"	"Q3K7L6"	"60 kDa chaperonin OS=Pseudomonas fluorescens (strain Pf0-1) GN=groL PE=3 SV=1"	"36,8613138686131"	"16"	"255"	"5"	"0"	"548"	"56,803"	"5,08"	"High"	"0"	"0"	"1066,94253987012"	"12"	"High"	"0"	"0"	"862,829804063337"	"12"	"High"	"0"	"0"	"918,666487334798"	"12"	"High"	"0"	"0"	"648,572762361129"	"11"	"High"	"0"	"0"	"1223,95514445302"	"11"	"High"	"0"	"0"	"393,316887690705"	"7"	"High"	"0"	"0"	"1100,08888325216"	"9"	"High"	"0"	"0"	"1236,62455137088"	"10"	"High"	"0"	"0"	"301,587764342898"	"5"
"False"	"IsMasterProtein"	"C3K1E6"	"ATP synthase subunit beta OS=Pseudomonas fluorescens (strain SBW25) GN=atpD PE=3 SV=1"	"73,3624454148472"	"23"	"246"	"2"	"1"	"458"	"49,459"	"5,01"	"High"	"0"	"0"	"1053,94566637509"	"20"	"High"	"0"	"0"	"1051,37840642304"	"18"	"High"	"0"	"0"	"854,096592052966"	"17"	"High"	"0"	"0"	"1226,05877231424"	"19"	"High"	"0"	"0"	"1350,28560647544"	"14"	"High"	"0"	"0"	"356,143214520532"	"7"	"High"	"0"	"0"	"1236,47558626446"	"15"	"High"	"0"	"0"	"1075,16844921239"	"12"	"High"	"0"	"0"	"267,227117609143"	"5"
"False"	"IsMasterProtein"	"C3K255"	"Polyribonucleotide nucleotidyltransferase OS=Pseudomonas fluorescens (strain SBW25) GN=pnp PE=3 SV=1"	"51,6405135520685"	"26"	"178"	"7"	"1"	"701"	"74,889"	"5,4"	"High"	"0"	"0"	"1042,48555586267"	"24"	"High"	"0"	"0"	"790,852709593332"	"18"	"High"	"0"	"0"	"845,623787602651"	"20"	"High"	"0"	"0"	"781,983642514774"	"21"	"High"	"0"	"0"	"801,383492134708"	"17"	""	""	""	""	""	"High"	"0"	"0"	"299,098271179478"	"9"	"High"	"0"	"0"	"340,18388230255"	"9"	"High"	"0"	"0"	"65,92"	"1"
"False"	"IsMasterProtein"	"Q3K441"	"ATP synthase subunit beta OS=Pseudomonas fluorescens (strain Pf0-1) GN=atpD PE=3 SV=1"	"63,5371179039301"	"21"	"232"	"1"	"1"	"458"	"49,414"	"5,05"	"High"	"0"	"0"	"1039,48629656315"	"17"	"High"	"0"	"0"	"976,806410204342"	"15"	"High"	"0"	"0"	"855,954761777256"	"16"	"High"	"0"	"0"	"1266,51734534823"	"17"	"High"	"0"	"0"	"1412,53215756337"	"13"	"High"	"0"	"0"	"198,981457885262"	"4"	"High"	"0"	"0"	"1028,23403163729"	"14"	"High"	"0"	"0"	"910,529983478316"	"11"	"High"	"0"	"0"	"201,767492301103"	"5"
"False"	"IsMasterProtein"	"Q3KHB1"	"Elongation factor Ts OS=Pseudomonas fluorescens (strain Pf0-1) GN=tsf PE=3 SV=1"	"34,4947735191638"	"9"	"155"	"2"	"1"	"287"	"30,454"	"5,3"	"High"	"0"	"0"	"1037,29082118677"	"8"	"High"	"0"	"0"	"698,67913701222"	"8"	"High"	"0"	"0"	"581,234530737211"	"8"	"High"	"0"	"0"	"835,637473674157"	"9"	"High"	"0"	"0"	"428,082299305199"	"7"	"High"	"2"	"0,000873362445414847"	"56,7990487440587"	"2"	"High"	"0"	"0"	"138,549298473287"	"5"	"High"	"0"	"0"	"477,068422377135"	"8"	"High"	"25"	"0,0082855321861058"	"43,43"	"1"
"False"	"IsMasterProtein"	"Q4KFY6"	"Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5) GN=sucC PE=3 SV=1"	"55,4123711340206"	"18"	"314"	"3"	"0"	"388"	"41,314"	"6,04"	"High"	"0"	"0"	"1012,00267041133"	"14"	"High"	"0"	"0"	"1069,17451692404"	"14"	"High"	"0"	"0"	"1061,66923839951"	"14"	"High"	"0"	"0"	"1225,74943812308"	"15"	"High"	"0"	"0"	"1773,03025205617"	"15"	"High"	"0"	"0"	"300,044482138845"	"7"	"High"	"0"	"0"	"1021,6543721595"	"13"	"High"	"0"	"0"	"1473,29481142007"	"16"	"High"	"0"	"0"	"320,151405861612"	"9"
"False"	"IsMasterProtein"	"A4XZ92"	"Elongation factor Tu OS=Pseudomonas mendocina (strain ymp) GN=tuf PE=3 SV=1"	"32,4937027707809"	"10"	"246"	"2"	"0"	"397"	"43,56"	"5,54"	"High"	"0"	"0"	"1006,94615905917"	"9"	"High"	"0"	"0"	"908,911204401212"	"8"	"High"	"0"	"0"	"916,774455971126"	"8"	"High"	"0"	"0"	"850,618122025852"	"9"	"High"	"0"	"0"	"758,811435295893"	"7"	"High"	"0"	"0"	"160,812044471757"	"3"	"High"	"0"	"0"	"439,061755366659"	"4"	"High"	"0"	"0"	"617,893157651207"	"7"	"High"	"0"	"0"	"154,037309810006"	"2"
"False"	"IsMasterProtein"	"Q4K764"	"60 kDa chaperonin OS=Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5) GN=groL PE=3 SV=1"	"30,8957952468007"	"12"	"249"	"1"	"1"	"547"	"57,029"	"5,1"	"High"	"0"	"0"	"999,201310586911"	"10"	"High"	"0"	"0"	"763,447735097819"	"11"	"High"	"0"	"0"	"850,884733982702"	"11"	"High"	"0"	"0"	"608,232064093768"	"10"	"High"	"0"	"0"	"1061,93933549998"	"8"	"High"	"0"	"0"	"308,517173027857"	"6"	"High"	"0"	"0"	"858,754001325329"	"8"	"High"	"0"	"0"	"1027,35181847945"	"8"	"High"	"0"	"0"	"164,491246720038"	"4"
"False"	"IsMasterProtein"	"B0KNW8"	"Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas putida (strain GB-1) GN=sucC PE=3 SV=1"	"53,8659793814433"	"17"	"269"	"1"	"1"	"388"	"41,128"	"6,2"	"High"	"0"	"0"	"998,418605173122"	"13"	"High"	"0"	"0"	"945,999934048705"	"13"	"High"	"0"	"0"	"984,952346015512"	"13"	"High"	"0"	"0"	"1122,11707789203"	"14"	"High"	"0"	"0"	"1721,08564737182"	"14"	"High"	"0"	"0"	"300,044482138845"	"7"	"High"	"0"	"0"	"1008,771881824"	"12"	"High"	"0"	"0"	"1417,10613729384"	"14"	"High"	"0"	"0"	"320,151405861612"	"9"
"False"	"IsMasterProtein"	"Q4ZL24"	"ATP synthase subunit beta OS=Pseudomonas syringae pv. syringae (strain B728a) GN=atpD PE=3 SV=1"	"54,4662309368192"	"19"	"210"	"1"	"1"	"459"	"49,461"	"5,05"	"High"	"0"	"0"	"996,746674472934"	"16"	"High"	"0"	"0"	"943,422970254506"	"14"	"High"	"0"	"0"	"763,96149625784"	"15"	"High"	"0"	"0"	"1038,81599678852"	"16"	"High"	"0"	"0"	"1208,035464604"	"12"	"High"	"0"	"0"	"155,434791218595"	"4"	"High"	"0"	"0"	"958,831419187689"	"12"	"High"	"0"	"0"	"870,367946439082"	"10"	"High"	"0"	"0"	"188,938274032284"	"3"
"False"	"IsMasterProtein"	"Q3KFU6"	"Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas fluorescens (strain Pf0-1) GN=sucC PE=3 SV=1"	"55,4123711340206"	"17"	"254"	"1"	"0"	"388"	"41,242"	"6,2"	"High"	"0"	"0"	"970,560975647915"	"14"	"High"	"0"	"0"	"963,670623703877"	"13"	"High"	"0"	"0"	"1042,58021363165"	"13"	"High"	"0"	"0"	"1086,58495667991"	"14"	"High"	"0"	"0"	"1528,66281200996"	"14"	"High"	"0"	"0"	"226,787064058638"	"6"	"High"	"0"	"0"	"888,724030662636"	"12"	"High"	"0"	"0"	"1236,40808270969"	"14"	"High"	"0"	"0"	"284,240602645024"	"8"
"False"	"IsMasterProtein"	"Q3K5Y5"	"Elongation factor G OS=Pseudomonas fluorescens (strain Pf0-1) GN=fusA PE=3 SV=1"	"47,5035663338088"	"21"	"195"	"3"	"1"	"701"	"77,204"	"5,38"	"High"	"0"	"0"	"941,470314200937"	"16"	"High"	"0"	"0"	"891,654683625859"	"17"	"High"	"0"	"0"	"829,201577962091"	"17"	"High"	"0"	"0"	"1088,58302453544"	"16"	"High"	"0"	"0"	"915,86045218831"	"13"	""	""	""	""	""	"High"	"0"	"0"	"375,771831433351"	"8"	"High"	"0"	"0"	"916,819762899398"	"11"	"High"	"0"	"0"	"77,65"	"1"
"False"	"IsMasterProtein"	"A5WBA3"	"ATP synthase subunit beta OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) GN=atpD PE=3 SV=1"	"53,4934497816594"	"19"	"226"	"2"	"0"	"458"	"49,328"	"5,01"	"High"	"0"	"0"	"935,63750964567"	"16"	"High"	"0"	"0"	"921,179367358753"	"13"	"High"	"0"	"0"	"869,62579327948"	"14"	"High"	"0"	"0"	"1245,54090530046"	"15"	"High"	"0"	"0"	"1326,63131597964"	"12"	"High"	"0"	"0"	"320,41368078385"	"5"	"High"	"0"	"0"	"1163,60865072579"	"14"	"High"	"0"	"0"	"1091,80322349198"	"11"	"High"	"0"	"0"	"279,652414176191"	"6"
"False"	"IsMasterProtein"	"C3K225"	"Ketol-acid reductoisomerase (NADP(+)) OS=Pseudomonas fluorescens (strain SBW25) GN=ilvC PE=3 SV=1"	"71,8934911242604"	"17"	"191"	"14"	"1"	"338"	"36,188"	"5,69"	"High"	"0"	"0"	"917,795796023095"	"15"	"High"	"0"	"0"	"874,419620508883"	"14"	"High"	"0"	"0"	"913,509076822053"	"13"	"High"	"0"	"0"	"848,80548790487"	"13"	"High"	"0"	"0"	"911,250403497655"	"9"	"High"	"0"	"0"	"88,32"	"2"	"High"	"0"	"0"	"523,690510203451"	"9"	"High"	"0"	"0"	"767,482580194832"	"11"	"High"	"0"	"0"	"86,2"	"3"
"False"	"IsMasterProtein"	"Q1I7L3"	"Succinate--CoA ligase [ADP-forming] subunit beta OS=Pseudomonas entomophila (strain L48) GN=sucC PE=3 SV=1"	"51,5463917525773"	"15"	"249"	"1"	"0"	"388"	"41,187"	"6,2"	"High"	"0"	"0"	"885,415085618474"	"12"	"High"	"0"	"0"	"913,979398665575"	"11"	"High"	"0"	"0"	"964,832346015512"	"11"	"High"	"0"	"0"	"1037,2066200737"	"12"	"High"	"0"	"0"	"1589,38356219923"	"13"	"High"	"0"	"0"	"207,567064058638"	"5"	"High"	"0"	"0"	"894,551305532803"	"9"	"High"	"0"	"0"	"1211,81070106113"	"11"	"High"	"0"	"0"	"252,110998509411"	"7"
"False"	"IsMasterProtein"	"C3JYT1"	"Aspartate--tRNA(Asp/Asn) ligase OS=Pseudomonas fluorescens (strain SBW25) GN=aspS PE=3 SV=1"	"40,6091370558376"	"21"	"177"	"8"	"1"	"591"	"66,22"	"5,54"	"High"	"0"	"0"	"873,889632729376"	"17"	"High"	"0"	"0"	"716,524688810427"	"16"	"High"	"0"	"0"	"787,849081820132"	"16"	"High"	"0"	"0"	"746,547682735772"	"17"	"High"	"0"	"0"	"907,762787696265"	"15"	"High"	"0"	"0"	"84,0254348884607"	"2"	"High"	"0"	"0"	"607,970098599331"	"10"	"High"	"0"	"0"	"544,273054633707"	"10"	"High"	"28"	"0,00830231892356141"	"33,19"	"1"
